case_year	case_status	emp_name	emp_city	emp_state	emp_zip	emp_country	job_title	soc_code	soc_name	full_time_position	prevailing_wage	pw_unit	pw_level	wage_from	wage_to	wage_unit	work_city	work_state	emp_h1b_dependent	emp_willful_violator	lat	lng	processing_time
2014	D	MOZILLA CORPORATION	MOUNTAIN VIEW	CA	94041		SENIOR QUALITY ASSURANCE ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	102794	Y		136710		Y	MOUNTAIN VIEW	CA			37.38605	-122.083855	4
2013	C	INFOSYS LIMITED	PLANO	TX	75024		PROJECT MANAGER - US	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	47.91	H		48.05		H	SUNNYVALE	CA			37.36883	-122.03635	4
2014	C	GENERAL MOTORS COMPANY	DETROIT	MI	48265-3000		ALGORITHM ENGINEER	17-2071	ELECTRICAL ENGINEERS	Y	89482	Y		98772		Y	MILFORD	MI			42.593643	-83.59939	7
2017	C	H MUNOZ AND COMPANY INC.	SAN ANTONIO	TX	78212	USA	ARCHITECTURAL DESIGN PROFESSIONAL	17-1011	ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL	Y	36608	Y	Level I	47500	0	Y	SAN ANTONIO	TX	N	N	29.424122	-98.49363	6
2013	C	OXYGEN DEVELOPMENT LLC	PALM SPRINGS	FL	33406		SCIENTIFIC ADVISOR	Nov-21	NATURAL SCIENCES MANAGERS	Y	101109	Y		101110		Y	PALM SPRINGS	FL			26.6359	-80.09615	6
2015	C	CALLON PETROLEUM COMPANY	NATCHEZ	MS	39121	USA	COMPLETITIONS ENGINEER	17-2171	PETROLEUM ENGINEERS	Y	129022	Y	Level II	145000		Y	HOUSTON	TX	N	N	29.763283	-95.36327	6
2012	C	BANK OF AMERICA N.A.	PENNINGTON	NJ	8534		VP; CONSULTANT - SYSTEMS ENG	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	93891	Y		93891	110000	Y	PLANO	TX			33.019844	-96.69888	4
2013	C	TATA CONSULTANCY SERVICES LIMITED	ROCKVILLE	MD	20850		COMPUTER PROGRAMMER	15-1131	COMPUTER PROGRAMMERS	Y	57408	Y		66300		Y	HONOLULU	HI			21.306944	-157.85834	4
2011	C	UBS FINANCIAL SERVICES INC.	WEEHAWKEN	NJ	7086		INTERNATIONAL FINANCIAL ADVISOR	13-2051.00	FINANCIAL ANALYSTS	Y	48027	Y		48100		Y	MIAMI	FL			25.774265	-80.19366	6
2012	C	EMORY UNIVERSITY	ATLANTA	GA	30322		RESEARCH SPECIALIST	19-4021	BIOLOGICAL TECHNICIANS	Y	32718	Y		33030.4		Y	ATLANTA	GA			33.748997	-84.387985	6
2015	C	INFOSYS LIMITED	PLANO	TX	75024	USA	PRODUCTION SUPPORT ANALYST - US	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	62899	Y	Level I	64179		Y	BEAVERTON	OR	Y	N	45.48706	-122.80371	6
2011	CW	PYRAMID TECHNOLOGY SOLUTIONS, INC.	INDIANAPOLIS	IN	46216		BUSINESS ANALYST	13-1111.00	MANAGEMENT ANALYSTS	Y	58406	Y		58406		Y	MILWAUKEE	WI			43.038902	-87.90647	4
2015	C	CLARINDA MUNICIPAL HOSPITAL	CLARINDA	IA	51632	USA	MEDICAL TECHNOLOGIST	29-2011	MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS	Y	21.47	H	Level II	22	23	H	CLARINDA	IA	N	N	40.741936	-95.038315	7
2013	C	BODHTREE SOLUTIONS,INC	SANTA CLARA	CA	95054		SOFTWARE DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	76690	Y		90000		Y	SAN FRANCISCO	CA			37.77493	-122.41942	6
2015	C	ACCENTURE LLP	CHICAGO	IL	60601	USA	COMPUTER SPECIALIST / SYSTEM SUPPORT AND DEVELOPMENT ADMIN 2	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	74963	Y	Level II	74963		Y	SAN DIEGO	CA	N	N	32.71533	-117.15726	5
2015	C	V-SOFT CONSULTING GROUP, INC	LOUISVILLE	KY	40223	USA	PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	68286	Y	Level I	69000		Y	CHEVY CHASE	MD	Y	N	38.969276	-77.078865	6
2013	C	ROUSES ENTERPRISES, LLC	THIBODAUX	LA	70302		COMPUTER PROGRAMMER	15-1131	COMPUTER PROGRAMMERS	Y	40747	Y		54080		Y	THIBODAUX	LA			29.795763	-90.82287	6
2016	C	COMMITPOINT INC.	LEESBURG	VA	20176	USA	PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS		51646	Y		60000	0	Y	SCOTTSDALE	AZ	Y	N	33.50921	-111.89903	6
2014	W	ZURICH ALTERNATIVE ASSET MANAGAMENT, LLC	NEW YORK	NY	10006		VICE PRESIDENT, PRIVATE EQUITY	13-2051	FINANCIAL ANALYSTS	Y	154690	Y		200000		Y	NEW YORK	NY			40.761494	-73.98143	0
2012	C	CBIZ SOUTHERN CALIFORNIA, LLC	LOS ANGELES	CA	90025		SENIOR ASSOCIATE ACCOUNTANT	13-2011	ACCOUNTANTS AND AUDITORS	Y	47382	Y		47382	51000	Y	LOS ANGELES	CA			34.052235	-118.24368	4
2014	C	GREE INTERNATIONAL, INC.	SAN FRANCISCO	CA	94107		UI/UX  DESIGNER	27-1014	MULTIMEDIA ARTISTS AND ANIMATORS	Y	71406	Y		75000	85000	Y	SAN FRANCISCO	CA			37.77493	-122.41942	6
2011	C	EAST TOWNE ANIMAL CLINIC	WAUKESHA	WI	53186		ASSOCIATE VETERINARIAN	29-1131.00	VETERINARIANS	N	27.79	H		28		H	WAUKESHA	WI			43.011677	-88.23148	6
2011	D	TEKYOGI, LLC	CUPERTINO	CA	95014		SAP BPC CONSULTANT	13-1111.00	MANAGEMENT ANALYSTS	Y	60424	Y		100000		Y	CUPERTINO	CA			37.322998	-122.03218	3
2015	C	NOVEL LABORATORIES, INC.	SOMERSET	NJ	8873	USA	GROUP LEADER	19-2031	CHEMISTS	Y	102939	Y	Level IV	102939	110000	Y	SOMERSET	NJ	Y	N	40.497604	-74.48849	7
2013	C	PFIZER INC	NEW YORK	NY	10017		SENIOR SCIENTIST	19-1021	BIOCHEMISTS AND BIOPHYSICISTS	Y	74443	Y		95000		Y	SAN DIEGO	CA			32.71533	-117.15726	6
2011	C	NETWORK OBJECTS, INC.	PLANO	TX	75026		PROGRAMMER ANALYST	15-1021.00	COMPUTER PROGRAMMERS	Y	50357	Y		70000		Y	HOFFMAN ESTATES	IL			42.042805	-88.079796	6
2014	C	ZS ASSOCIATES, INC.	EVANSTON	IL	60201		BUSINESS ANALYTICS ASSOCIATE CONSULTANT	15-2031	OPERATIONS RESEARCH ANALYSTS	Y	58968	Y		72000	82000	Y	THOUSAND OAKS	CA			34.170563	-118.83759	4
2017	C	AMAZON CORPORATE LLC	SEATTLE	WA	98121	USA	SOFTWARE DEVELOPMENT ENGINEER II	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	90813	Y	Level II	153000	0	Y	NEW YORK	NY	N	N	40.761494	-73.98143	6
2015	C	ESTRADA CONSULTING, INC	SACRAMENTO	CA	95811	USA	PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	61942	Y	Level II	62000		Y	SACRAMENTO	CA	Y	N	38.581573	-121.4944	6
2013	C	THE TRUSTEES OF PRINCETON UNIVERSITY	PRINCETON	NJ	8544		ASSISTANT PROFESSOR	25-1125	HISTORY TEACHERS, POSTSECONDARY	Y	63890	Y		77100	104800	Y	PRINCETON	NJ			40.348717	-74.65905	4
2012	C	EMC CORPORATION	HOPKINTON	MA	1748		SENIOR STORAGE OPS SPECIALIST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	87256	Y		99000		Y	TULSA	OK			36.15793	-96.016556	6
2016	C	SPARTA CONSULTING INC.	FOLSOM	CA	95630	USA	SENIOR CONSULTANT	15-1121	COMPUTER SYSTEMS ANALYSTS		71989	Y		98000	0	Y	CONKLIN	NY	Y	N	42.034245	-75.8038	6
2013	C	INFOSYS LIMITED	PLANO	TX	75024		TEST ANALYST - US	15-1799	COMPUTER OCCUPATIONS, ALL OTHER	Y	49962	Y		64724		Y	BEAVERTON	OR			45.48706	-122.80371	6
2017	C	IBM CORPORATION	DURHAM	NC	27709	USA	BIG DATA ENGINEER	15-2031	OPERATIONS RESEARCH ANALYSTS	Y	73715	Y	Level II	87376.8	111243.6	Y	MINNEAPOLIS	MN	N	N	44.979965	-93.26384	6
2013	C	PROKARMA, INC.	OMAHA	NE	68102		SOFTWARE ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	76482	Y		100000	110000	Y	OMAHA	NE			41.25861	-95.93779	11
2016	C	ISITE TECHNOLOGIES INC	CRANBURY	NJ	8512	USA	BUSINESS SYSTEM ANALYST	13-1111	MANAGEMENT ANALYSTS		58198	Y		60000	0	Y	CRANBURY	NJ	Y	N	40.31622	-74.51376	6
2013	C	RINGCENTRAL, INC.	SAN MATEO	CA	94404		WEB CONTENT MANAGER	15-1799	COMPUTER OCCUPATIONS, ALL OTHER	Y	75670	Y		80000		Y	SAN MATEO	CA			37.562992	-122.32552	6
2014	C	VIRTUOSA GLOBAL SOLUTIONS LLC	BRIDGEWATER	NJ	8807		PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	48880	Y		53000		Y	COLUMBUS	NJ			40.072613	-74.72072	6
2017	C	PULSE SYSTEMS INC.	WICHITA	KS	67226	USA	QA ANALYST	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	59966	Y	Level I	59966	80000	Y	KANSAS CITY	MO	N	N	39.099728	-94.57857	6
2017	C	SPRINT CORPORATION	OVERLAND PARK	KS	66251		TELECOM DESIGN ENGINEER III	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	94182	Y		100000	110000	Y	RESTON	VA	N	N	38.96872	-77.341095	4
2011	C	ACCENTURE LLP	CHICAGO	IL	60601		COMPUTER PROGRAMMER/CONFIGURER 2	15-1021.00	COMPUTER PROGRAMMERS	Y	90043	Y		90100		Y	SAN JOSE	CA			37.339386	-121.89496	4
2011	C	COCRYSTAL DISCOVERY, INC.	BOTHELL	WA	98011		BIOCHEMIST SCIENTIS	19-1021	BIOCHEMISTS AND BIOPHYSICISTS	Y	82430	Y		82500	92500	Y	MOUNTAIN VIEW	CA			37.38605	-122.083855	4
2015	C	IBM INDIA PRIVATE LIMITED	DURHAM	NC	27709	USA	SENIOR ARIBA - SAP PACKAGE SOLUTION CONSULTANT	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	76211	Y	Level II	79737	81819	Y	FLORHAM PARK	NJ	N	N	40.787876	-74.38821	8
2012	D	E-LINE TECHNOLOGIES, INC	RICHMOND	VA	23230		PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	76502	Y		85000		Y	COLUMBIA	MD			39.240383	-76.83942	7
2011	C	SWORD INC.	NEW YORK	NY	10004		SOFTWARE ENGINEER	15-1031.00	COMPUTER SOFTWARE ENGINEERS, APPLICATIONS	Y	101088	Y		125000		Y	NEW YORK	NY			40.761494	-73.98143	6
2011	C	LARSEN & TOUBRO LIMITED	EDISON	NJ	8817		COMPUTER SYSTEMS ANALYST	15-1051.00	COMPUTER SYSTEMS ANALYSTS	Y	50877	Y		55000		Y	FRANKSVILLE	WI			42.760017	-87.913414	4
2013	W	SATYAM COMPUTER SERVICES LTD.	SOUTH PLAINFIELD	NJ	7080		COMPUTER SYSTEMS ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	69056	Y		70000		Y	MILPITAS	CA			37.428272	-121.906624	0
2015	C	INFOSYS LIMITED	PLANO	TX	75024	USA	PRINCIPAL CONSULTANT - US	13-1111	MANAGEMENT ANALYSTS	Y	107182	Y	Level IV	118668		Y	HAZELWOOD	MO	Y	N	38.77144	-90.37095	7
2013	C	SUNNY DESIGNS, INC.	RANCHO CUCAMONGA	CA	92606		MARKET RESEARCH ANALYST	13-1161	MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	Y	39874	Y		40000		Y	RANCHO CUCAMONGA	CA			34.1064	-117.59311	6
2012	W	JUNIPER NETWORKS, INC.	SUNNYVALE	CA	94089		SYSTEMS ENGINEER	41-9031	SALES ENGINEERS	Y	82368	Y		82368	87500	Y	DENVER	CO			39.739155	-104.9847	6
2016	C	RIVERBED TECHNOLOGY, INC.	SAN FRANCISCO	CA	94107	USA	SENIOR MANAGER, SOLUTIONS MARKETING	41-9031	SALES ENGINEERS		145746	Y		166435	179507	Y	SAN FRANCISCO	CA	N	N	37.77493	-122.41942	6
2014	C	AMERICAN BUSINESS SOLUTIONS, INC.	LEWIS CENTER	OH	43035		PROGRAMMER ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	60362	Y		60500		Y	HOBOKEN	NJ			40.74399	-74.032364	6
2012	C	PRINCETON INFORMATION, LTD.	JERSEY CITY	NJ	7311		SOFTWARE ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	70491	Y		85000		Y	RESTON	VA			38.96872	-77.341095	6
2016	C	UNIVERSITY OF UTAH	SALT LAKE CITY	UT	84112	USA	IT SPECIALIST, SR.	15-1199	COMPUTER OCCUPATIONS, ALL OTHER		43992	Y		63000	0	Y	SALT LAKE CITY	UT	N	N	40.76078	-111.891045	6
2011	C	AVANKIA, LLC	BRENTWOOD	TN	37027		IT CONSULTANT	15-1131	COMPUTER PROGRAMMERS	Y	38147	Y		40000		Y	BRENTWOOD	TN			36.033115	-86.782776	6
2012	C	T-MOBILE USA, INC.	BELLEVUE	WA	98006		ASSOCIATE ENGINEER, TECHNICAL SUPPORT	15-1142	NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS*	Y	55557	Y		55557	57200	Y	SNOQUALMIE	WA			47.528713	-121.82539	6
2015	C	YUNG'S FAMILY LLC	NEW YORK	NY	10013	USA	BUSINESS OPERATIONS SPECIALIST	13-1199	BUSINESS OPERATIONS SPECIALISTS, ALL OTHER*	Y	62650	Y	Level II	62650		Y	NEW YORK	NY	N	N	40.761494	-73.98143	7
2015	C	TATA CONSULTANCY SERVICES LIMITED	ROCKVILLE	MD	20850	USA	COMPUTER SYSTEMS ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	67808	Y	Level II	74500		Y	WAYNE	NJ	Y	N	40.925377	-74.276535	6
2013	D	TEKSYSTEMS GLOBAL SERVICES LLC	HANOVER	MD	21076		SENIOR CONSULTANT	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	83521	Y		85000		Y	SANTA CLARA	CA			37.354107	-121.95524	1
2015	C	NICHE SOFTWARE SOLUTIONS INC	BEAVERTON	OR	97005	USA	SOFTWARE ENGINEER	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	59987	Y	Level I	68000		Y	MACON	GA	N	N	32.840694	-83.6324	6
2015	C	NORTHWESTERN UNIVERSITY	EVANSTON	IL	60208	USA	POSTDOCTORAL FELLOW	19-1021	BIOCHEMISTS AND BIOPHYSICISTS	Y	37794	Y	Level I	42000		Y	CHICAGO	IL	N	N	41.850033	-87.650055	6
2012	C	SALIENT CORP.	HORSEHEADS	NY	14845		APPLICATION ENGINEER II	15-1131	COMPUTER PROGRAMMERS	Y	42931	Y		42931	58000	Y	CLEVELAND	OH			41.499496	-81.69541	6
2015	C	CALABRIO, INC.	MINNEAPOLIS	MN	55401	USA	PRINCIPAL SOFTWARE ENGINEER	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	97510	Y	Level III	110000		Y	MINNEAPOLIS	MN	N	N	44.979965	-93.26384	6
2014	C	COOPER-STANDARD AUTOMOTIVE, INC.	NOVI	MI	48375		ASSOCIATE PROCESS ENGINEER	17-2199	ENGINEERS, ALL OTHER	Y	54933	Y		55000		Y	GOLDSBORO	NC			35.384884	-77.99277	6
2012	C	DELOITTE CONSULTING LLP	PHILADELPHIA	PA	19103		SPECIALIST MASTER	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	95451	Y		111100		Y	ARLINGTON	VA			38.89039	-77.084145	7
2015	C	DCM LIMITED	FREMONT	CA	94538	USA	SYSTEMS ADMINISTRATOR	15-1142	NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS	Y	86403	Y	Level IV	86403		Y	ROCHESTER	MN	Y	N	44.02163	-92.4699	7
2012	C	INTERTRADE USA, INC.	MIAMI	FL	33174		BUSINESS CREDIT ANALYST	13-2041	CREDIT ANALYSTS	Y	42141	Y		42500		Y	MIAMI	FL			25.774265	-80.19366	7
2012	C	DOUBLEVERIFY, INC.	NEW YORK	NY	10018		PRODUCT MARKETING MANAGER	41599	MARKETING MANAGERS	Y	95846	Y		110000		Y	NEW YORK	NY			40.761494	-73.98143	6
2015	C	COMMVAULT SYSTEMS, INC.	TINTON FALLS	NJ	7724	USA	ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	61422	Y	Level I	82000		Y	TINTON FALLS	NJ	N	N	40.304276	-74.10042	4
2015	C	MANAGEMENT HEALTH SYSTEMS, INC.	SUNRISE	FL	33323	USA	PHYSICAL THERAPIST	29-1123	PHYSICAL THERAPISTS	Y	18.28	H	Level I	29		H	SPRINGFIELD	IL	Y	N	39.801716	-89.64371	6
2013	C	DEPARTMENT OF VETERANS AFFAIRS	SALEM	VA	24153		PHYSICIAN	29-1069	PHYSICIANS AND SURGEONS, ALL OTHER	Y	75556	Y		182234	182234	Y	SALEM	VA			37.29347	-80.05476	6
2016	C	TELCOBUY.COM LLC	MARYLAND HEIGHTS	MO	63043	USA	BUDGET ANALYST	13-2031	BUDGET ANALYSTS		56930	Y		57000	0	Y	MARYLAND HEIGHTS	MO	N	N	38.713108	-90.42984	6
2013	C	MARK LOGIC CORPORATION	SAN CARLOS	CA	94070		SENIOR QUALITY ASSURANCE ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	93205	Y		94000	110000	Y	SAN CARLOS	CA			37.50716	-122.26052	7
2015	C	THE US VIRGIN ISLANDS DEPARTMENT OF EDUCATION	ST. CROIX	VI	820	USA	SECONDARY SPECIAL EDUCATION TEACHER	25-2054	SPECIAL EDUCATION TEACHERS, SECONDARY SCHOOL	Y	41020	Y	Level I	46019		Y	CHRISTIANSTED	VI	N	N	17.74664	-64.7032	6
2017	C	LARSEN & TOUBRO INFOTECH LIMITED	EDISON	NJ	8817		COMPUTER SYSTEMS ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	60362	Y		73896	0	Y	BATAVIA	OH	Y	N	39.077007	-84.17688	6
2014	C	SMITH & NEPHEW, INC.	ANDOVER	MA	1810		SENIOR SAP ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	100173	Y		100811		Y	ANDOVER	MA			42.658424	-71.137	4
2016	C	RELIANT INFOTECH, INC.	PLANO	TX	75024	USA	COMPUTER SYSTEMS ANALYST/QA ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS		57533	Y		62754	0	Y	LOS ANGELES	CA	Y	N	34.052235	-118.24368	6
2011	C	MUTEX SYSTEMS, INC.	SOUTH PLAINFIELD	NJ	7080		PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	48589	Y		60000		Y	ALPHARETTA	GA			34.075375	-84.29409	7
2017	C	GENOVA TECHNOLOGIES INC.	CEDAR RAPIDS	IA	52402	USA	SOFTWARE ENGINEER III	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	96699	Y	Level IV	97000	0	Y	CEDAR RAPIDS	IA	N	N	42.00833	-91.644066	4
2015	C	ALKERMES, INC.	WALTHAM	MA	2451	USA	BIOANALYTICAL SCIENTIST	19-1021	BIOCHEMISTS AND BIOPHYSICISTS	Y	66248	Y	Level I	70000	80000	Y	WALTHAM	MA	N	N	42.376484	-71.23561	6
2015	D	ITECH AMERICA INC	PISCATAWAY	NJ	8854	USA	BUSINESS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	65083	H	Level I	66000		H	PISCATAWAY	NJ	Y	N	40.49927	-74.39904	10
2016	C	INFOSYS LIMITED	PLANO	TX	75024	USA	SENIOR TECHNOLOGY ARCHITECT - US	15-1199	COMPUTER OCCUPATIONS, ALL OTHER		101899	Y		135547	0	Y	RYE	NY	Y	N	40.98065	-73.68374	7
2011	C	SULZER TURBO SERVICES HOUSTON INC.	LA PORTE	TX	77571		MECHANICAL ENGINEER, BLADING	17-2141.00	MECHANICAL ENGINEERS	Y	60237	Y		67000		Y	LA PORTE	TX			29.665783	-95.01937	6
2014	C	SIMPLEREACH, INC.	NEW YORK	NY	10010		SENIOR FRONT-END DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	105789	Y		115000	130000	Y	NEW YORK	NY			40.761494	-73.98143	6
2015	C	ADDON TECHNOLOGIES, INC.	LIVONIA	MI	48152	USA	COMPUTER SYSTEMS ANALYST	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	71614	Y	Level I	81792		Y	ARLINGTON	VA	Y	N	38.89039	-77.084145	6
2011	C	KPMG LLP	MONTVALE	NJ	7645		MANAGER	13-1111.00	MANAGEMENT ANALYSTS	Y	99507	Y		99507	186000	Y	NEW YORK	NY			40.761494	-73.98143	6
2016	C	MASTERCARD INTERNATIONAL INCORPORATED	PURCHASE	NY	10577	USA	LEADER, SOFTWARE ENGINEER	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE		102357	Y		138001	0	Y	SAN CARLOS	CA	N	N	37.50716	-122.26052	6
2017	C	IBM INDIA PRIVATE LIMITED	DURHAM	NC	27709		CONSULTANT	15-1131	COMPUTER PROGRAMMERS	Y	65187	Y		71319	0	Y	BENTONVILLE	AR	N	N	36.372852	-94.20882	6
2016	C	YASHRAJ TECHNOLOGIES INC	SOUTHFIELD	MI	48034	USA	PROGRAMMER ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS		65354	Y		66000	0	Y	ROMULUS	MI	Y	N	42.22226	-83.3966	5
2017	C	AVCO CONSULTING INC.	WORCESTER	MA	1608	USA	SOFTWARE ENGINEER/ JAVA	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	66269	Y	Level I	69160	0	Y	WORCESTER	MA	Y	N	42.262592	-71.80229	6
2016	C	FUSION PLUS SOLUTIONS, INC	EDISON	NJ	8817	USA	SR. WEB DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS		71510	Y		72000	0	Y	LOS ANGELES	CA	Y	N	34.052235	-118.24368	6
2017	C	ENQBATOR LLC	TROY	MI	48083		SOFTWARE DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	71635	Y		72000	0	Y	TROY	MI	N	N	42.60559	-83.14993	6
2015	C	INFOSYS LIMITED	PLANO	TX	75024	USA	TECHNOLOGY ANALYST - US	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	48776	Y	Level I	67083		Y	CRANSTON	RI	Y	N	41.779823	-71.43728	5
2017	C	ORGSPIRE, INC.	SAN RAMON	CA	94583	USA	PROGRAMMER	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	60050	Y	Level I	75000	0	Y	SAN RAMON	CA	N	N	37.779926	-121.97801	6
2012	C	IBM INDIA PRIVATE LIMITED	DURHAM	NC	27709		SOFTWARE ENGINEER	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	89939	Y		98000		Y	ARMONK	NY			41.126484	-73.71402	6
2017	C	CAPGEMINI AMERICA, INC.	CHICAGO	IL	60606	USA	APPLICATIONS CONSULTANT 2	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	110386	Y	Level III	110400	0	Y	BURBANK	CA	Y	N	34.18084	-118.30897	7
2011	C	PATNI AMERICAS,INC.	CAMBRIDGE	MA	2142		COMPUTER PROGRAMMERS	15-1021.00	COMPUTER PROGRAMMERS	Y	68848	Y		68900		Y	SHELTON	CT			41.316486	-73.09316	6
2014	C	NGMOCO, LLC	SAN FRANCISCO	CA	94107		SENIOR ARTIST	27-1014.00	MULTI-MEDIA ARTISTS AND ANIMATORS	Y	56992	Y		70000		Y	SAN FRANCISCO	CA			37.77493	-122.41942	6
2014	D	TECHNOMEDIA INTERNATIONAL INC.	HOUSTON	TX	77005		ACCOUNTANT	13-2011	ACCOUNTANTS AND AUDITORS	Y	47070	H		47070		Y	HOUSTON	TX			29.763283	-95.36327	6
2015	W	PARTNERS INFORMATION TECHNOLOGY INC.	BUENA PARK	CA	90621	USA	MOBILE APPLICATION DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	85446	Y	Level II	90000		Y	BUENA PARK	CA	N	N	33.867516	-117.998116	0
2015	C	WILLKIE FARR & GALLAGHER LLP	NEW YORK	NY	10019	USA	ATTORNEY	23-1011.00	LAWYERS	Y	165693	Y	Level III	250000		Y	NEW YORK	NY	N	N	40.761494	-73.98143	7
2012	C	LOGICGATE TECHNOLOGIES, INC.	PRINCETON	NJ	8540		PROGRAMMER ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	55078	Y		60000		Y	FORT WORTH	TX			32.72541	-97.32085	4
2012	C	M/A-COM TECHNOLOGY SOLUTIONS, INC.	LOWELL	MA	1851		SENIOR ELECTRICAL ENGINEER	17-2071	ELECTRICAL ENGINEERS	Y	106101	Y		112500		Y	LOWELL	MA			42.633423	-71.31617	6
2014	C	RADIAN SOLUTIONS LLC	SACRAMENTO	CA	95814		SOFTWARE DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	63856	Y		65000		Y	CULVER CITY	CA			34.021122	-118.39647	5
2017	C	DIALOG SEMICONDUCTOR	CAMPBELL	CA	95054	USA	TEST DEVELOPMENT ENGINEER	17-2072	ELECTRONICS ENGINEERS, EXCEPT COMPUTER	Y	85654	Y	Level I	85654	95832	Y	CAMPBELL	CA	N	N	37.287167	-121.94996	6
2017	C	NCS PEARSON, INC.	OLD TAPPAN	NJ	7675	USA	SOFTWARE DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	76274	Y	Level II	76274	80000	Y	AUSTIN	TX	N	N	30.267153	-97.74306	4
2013	C	PHOTON INFOTECH, INC.	SAN JOSE	CA	95112		QUALITY ASSURANCE ENGINEER	15-1799	COMPUTER OCCUPATIONS, ALL OTHER	Y	57470	Y		70000		Y	SAN FRANCISCO	CA			37.77493	-122.41942	6
2012	C	MYLAN INC.	CANONSBURG	PA	15317		SAP SUPPLY CHAIN WM AND SHIPPING & TRANSPORTATION	17-2112	INDUSTRIAL ENGINEERS	Y	67122	Y		105000		Y	MORGANTOWN	WV			39.629524	-79.955894	6
2016	C	LARSEN & TOUBRO INFOTECH LIMITED	EDISON	NJ	8817	USA	SENIOR TECHNICAL CONSULTANT	15-1121	COMPUTER SYSTEMS ANALYSTS		67434	Y		97500	0	Y	ATLANTA	GA	Y	N	33.748997	-84.387985	6
2012	C	TABATA OXFORD PERSONNEL LLC	NEW YORK	NY	10017		MARKETING CONSULTANT	13-1199	BUSINESS OPERATIONS SPECIALISTS, ALL OTHER*	Y	44054	Y		44054		Y	NEW YORK	NY			40.761494	-73.98143	6
2014	C	IBM CORPORATION	DURHAM	NC	27709		PRODUCT MANAGER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	94162	Y		94162	137116.8	Y	FOSTER CITY	CA			37.558548	-122.27108	7
